source_row;data_hora_brt;id_midia;legenda;impressoes;alcance;curtidas;comentarios;compartilhamentos;salvamentos;visitas_perfil;seguidores_gerados;toques_link_externo;interacoes_calculadas;origem;source_blob_sha;status_validacao
86;2025-10-06T18:05:09-03:00;17936001386966228;"Conectou, deu negócio!

Nas últimas duas edições do Conecta ACIRV, 98 empresários(as) participaram e movimentaram R$ 2.573.509,00 em negócios.

Isso é o resultado de conexões reais que geram crescimento para todos.

Quer fazer parte da 3ª edição? Então, entre no link, leia as instruções e preencha o formulário: https://forms.gle/43Jg1ZTgzfRX5JgY8. Vale reforçar que as vagas são limitadas. 

#ACIRVeventos #ConectaACIRV #NetworkingQueFunciona #RioVerde";619;552;17;0;3;1;4;1;3;21;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
87;2025-10-06T17:05:13-03:00;18059643593628046;"Seja bem-vinda, Fogo e Brasa Buffet!

Agora é oficial: a Fogo e Brasa Buffet (@fogoebrasa_buffet) é a mais nova associada da ACIRV!

Com atuação em Rio Verde e região, a empresa oferece buffet, churrasco e defumados, com o sabor que marca os melhores momentos da vida.

Estamos felizes em fortalecer ainda mais nossa rede com empreendedores que entregam excelência. 

Vamos juntos nessa! 

#ACIRVassociados #FogoEBrasaBuffet #SetorAlimentício #RioVerde";1448;1307;39;8;3;0;7;2;;50;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
88;2025-10-03T18:05:45-03:00;17924195556139020;"Uma palestra imperdível no Conecta ACIRV!

Ela é referência quando o assunto é comunicação estratégica, pois possui anos de experiência no jornalismo e sólida formação acadêmica. 

Estamos falando da jornalista e doutora em Comunicação Wenya Alecrim! Sua presença está confirmada na terceira edição do Conecta ACIRV, com a palestra ""Pitch de Sucesso"".

Reconhecida em Rio Verde por sua credibilidade e capacidade de transformar ideias em impacto, Wenya vai compartilhar insights valiosos sobre como apresentar projetos e negócios de forma clara, envolvente e eficaz.

📅 Data: 09 de outubro, às 18h30
📍 Local: ACIRV (rua Dona Maricota, 199 - Setor Marconal) 
🎟️ Garanta sua vaga e prepare-se para transformar a maneira como você se comunica!

Efetue sua inscrição pelo link (https://forms.gle/43Jg1ZTgzfRX5JgY8) e compareça! 

#ACIRVeventos #ConectaACIRV #PalestraComunicação #RioVerde";696;625;30;3;5;1;5;0;1;39;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
89;2025-10-03T17:05:19-03:00;18098719291638829;"Hoje é dia de celebrar mais uma parceria de valor!

Com muita alegria, recebemos na família ACIRV a Medeiros e Aniceto Assessoria (@medeiroseaniceto), uma empresa que acredita no poder do conhecimento, da estratégia e da confiança para impulsionar negócios.

Atuando na área de assessoria empresarial, voltada ao setor de Saúde, a Medeiros e Aniceto oferece suporte completo a gestores e empreendedores que desejam crescer com segurança e visão de futuro.

Sejam muito bem-vindos! Que essa parceria renda frutos e conquistas.

#ACIRVassociados #MedeirosEAnicetoAssessoria #SetorDeSaúde #RioVerde";543;513;10;1;0;1;1;0;;12;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
90;2025-10-02T18:05:29-03:00;18084396712938709;"Seja bem-vinda, Oeste Luz Energia!

É com grande satisfação que a ACIRV recebe mais uma empresa que vem fazendo a diferença no setor de energia solar em Goiás. A Oeste Luz (@oesteluzenergia) chega como nova associada, trazendo sua expertise e compromisso com a sustentabilidade e o desenvolvimento regional.

A empresa conta com 13 anos de atuação e já atendeu mais de 800 clientes, levando energia limpa e acessível a propriedades urbanas e rurais por todo o estado. Seu trabalho vai além da geração solar, pois a Oeste Luz também atua com projetos de infraestrutura para redes de distribuição elétrica, ampliando o acesso à energia de qualidade para todos.

Que essa parceria traga ainda mais força para o crescimento do nosso comércio, indústria e setor de serviços!

#ACIRVassociados #OesteLuzEnergia #Sustentabilidade #EnergiaSolar #RioVerde";654;600;30;0;2;2;3;0;;34;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
91;2025-10-01T18:05:49-03:00;18049118963330334;"Seja bem-vinda, Riovertech Engenharia!

Temos a alegria de receber a Riovertech Engenharia (@riovertech) como nova associada da ACIRV!

Especializada em soluções personalizadas em energia solar, a empresa contribui com inovação e sustentabilidade para a região, desenvolvendo projetos que aliam eficiência energética e economia para residências, empresas e propriedades rurais.

É um prazer contar com parceiros que compartilham da nossa visão de desenvolvimento responsável e tecnológico.

#ACIRVassociados #Riovertech #EnergiaSolar #RioVerde";735;679;25;0;0;0;3;0;;25;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
92;2025-10-01T07:40:41-03:00;18421226836129837;"Outubro Rosa é mais que uma cor. É um movimento de conscientização, cuidado e apoio à vida.

A ACIRV apoia essa causa tão importante, incentivando a prevenção e o diagnóstico precoce do câncer de mama.

Cuide-se. Faça os exames. Converse com quem você ama sobre isso.

💗 Juntos, somos mais fortes na luta pela saúde da mulher.

#ACIRVapoia #OutubroRosa #PrevençãoSalvaVidas #SaúdeDaMulher #RioVerde";243;223;9;0;1;0;1;0;;10;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
93;2025-09-30T18:05:29-03:00;17980936313869820;"Seja bem-vinda, Alovisi Tapetes, à família ACIRV!

Com um portfólio que vai muito além dos tapetes tradicionais, a Alovisi (@alovisitapetes) oferece soluções completas em revestimentos para diferentes ambientes, sempre com qualidade e atendimento personalizado. 

A loja comercializa tapetes sob medida; grama sintética decorativa; pisos modernos e funcionais, unindo itens de conforto, beleza e praticidade. Além da venda, a Alovisi também cuida do pós-venda, garantindo confiança e satisfação aos seus clientes.

É com alegria que recebemos mais uma empresa comprometida com o bem-estar e a sofisticação dos lares e espaços comerciais de Rio Verde e região.

#ACIRVassociados #AlovisiTapetes #EmpreendedorismoLocal #RioVerde";723;620;34;4;3;1;2;3;;42;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
94;2025-09-29T17:05:26-03:00;18060838871118102;"Temos o prazer de anunciar mais um associado à ACIRV: a Ecoville Rio Verde (@ecoville.rioverdecentro), empresa que vem se destacando no segmento de produtos de limpeza de alta performance, com soluções voltadas tanto para o uso doméstico quanto profissional. 

Segundo o empresário @wafurquim, responsável pela unidade em Rio Verde, a filiação representa crescimento. ""A expectativa com a associação à ACIRV é conquistar ainda mais credibilidade e fortalecimento do nosso negócio. Acreditamos que, com o apoio da entidade, podemos crescer de forma estruturada e contribuir também com o desenvolvimento da nossa comunidade"", relatou. 

Estamos felizes em fazer parte da sua jornada, Washington e equipe! Que essa parceria traga muitos frutos e oportunidades. 

#ACIRVassociados #EcovilleRioVerde #Empreendedorismo #ProdutosDeLimpeza #RioVerde";2992;2514;62;2;4;0;5;0;;68;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
95;2025-09-29T10:40:51-03:00;18208699351309430;"Você conhece os impactos da NR 01 na saúde mental no trabalho?

As mudanças na NR 01 exigem uma nova postura das empresas frente aos riscos psicossociais. Mas como aplicar isso no dia a dia da gestão de pessoas?

Neste encontro, três especialistas vão esclarecer o assunto e trazer orientações práticas para proteger sua equipe e o seu negócio:

📌 Denner Clemente – Especialista em Direito do Trabalho;
📌 Jackcely Gouveia – Psicóloga com foco em Gestão Organizacional;
📌 Dr. Silvio Soares Privado – Médico do Trabalho. 

📆 Data: 03 de outubro
⏰ Horário: 7h30
📍 Local: Auditório ACIRV – Rua Dona Maricota, 199 - Setor Marconal 

Evento gratuito e essencial para líderes, RHs e gestores(as). Mas para participar é necessário realizar a inscrição pelo link: https://doity.com.br/nr-01-e-os-riscos-psicossociais. 

#ACIRVeventos #NR01 #EventoParaLíderes #RioVerde";1405;1198;32;9;13;1;3;3;;55;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
96;2025-09-26T17:05:46-03:00;18091054441811923;"Seja bem-vinda, Baterias Luxfor! 

Temos o prazer de anunciar a chegada da Baterias Luxfor (@bateriasluxfor.ltda) como mais nova empresa associada! 

A Baterias Luxfor atua no comércio varejista de peças e acessórios novos para veículos automotores, oferecendo qualidade, confiança e soluções ideais para quem busca o melhor desempenho para o seu veículo. 

É uma grande satisfação contar com a parceria de empresas que fortalecem o setor automotivo e contribuem para o desenvolvimento econômico da nossa região. 

Desejamos muito sucesso e que essa parceria traga grandes resultados! 

#ACIRVNovoAssociado #BateriasLuxfor #SetorAutomotivo #RioVerde";689;640;22;2;1;0;1;0;;25;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
97;2025-09-26T13:20:21-03:00;18333483742224523;"Na última quarta-feira, a ACIRV esteve em visita à Federação das Associações Comerciais e Empresariais de Goiás (Facieg). 

Durante o encontro, a diretoria dialogou com o presidente Márcio Luís sobre os desafios e conquistas do movimento associativista e reforçou a importância da parceria com a Facieg para o fortalecimento das entidades e alinhamento de ações em prol do desenvolvimento empresarial.

#ACIRVparcerias #ACIRVeFacieg #VisitaInstitucional #SudoesteGoiano";741;693;28;0;1;0;11;0;1;29;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
98;2025-09-25T17:08:55-03:00;17979792275871665;"Nova empresa associada da ACIRV! 

É com grande satisfação que damos as boas-vindas à CA Engenharia (@ca.rv.engenharia) como nova empresa associada da ACIRV! 

Com 3 anos de atuação no mercado, a CA Engenharia se destaca por oferecer soluções completas em engenharia civil, regularização de empresas e laudos técnicos, sempre prezando pela excelência, agilidade e compromisso com o cliente. 

A empresa é liderada pelo engenheiro civil @engenheiro_cezar, profissional experiente e dedicado, que vem contribuindo para o desenvolvimento e a segurança de obras e empreendimentos em nossa região. 

Cezar, seja bem-vindo à ACIRV! 

#ACIRVNovoAssociado #CAEngenharia #EngenhariaCivil #DesenvolvimentoRegional #RioVerde";1022;840;37;4;2;0;4;1;;43;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
99;2025-09-24T17:20:39-03:00;18088788622848130;"Bem-vinda, Renováveis Serviços!  

É com grande satisfação que anunciamos a chegada da Renováveis Serviços (@renovaveisservicos) como mais um associado à nossa rede! 

A empresa atua com excelência na instalação e manutenção de sistemas centrais de ar-condicionado, ventilação e refrigeração, oferecendo soluções eficientes e sustentáveis para conforto térmico em diversos ambientes. 

Com uma equipe qualificada e compromisso com a qualidade, a Renováveis Serviços reforça nosso ecossistema de empresas que prezam pela inovação e pelo profissionalismo no setor.
Seja muito bem-vinda! Estamos felizes em tê-los conosco! 

#ACIRVNovosAssociados #RenováveisServiços #SoluçõesTérmicas #RioVerde";494;464;15;1;0;0;1;0;;16;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
100;2025-09-23T17:35:19-03:00;18115273858516182;"🔊 Atenção, profissionais e lideranças rioverdenses da área de Saúde!

Nos dias 26 e 27 de setembro, o Núcleo Setorial de Saúde da ACIRV promove um encontro essencial para o futuro do setor em Rio Verde: a Oficina de Planejamento Estratégico. 

👥 Na sexta (26), uma roda de conversa com instituições e entidades vai traçar o panorama atual da saúde - com foco nos desafios e nas oportunidades que temos pela frente.

🧭 No sábado (27), vamos transformar diálogo em direção: é hora de construir juntos o plano estratégico do Núcleo, definindo prioridades e ações concretas.

⚙️ Participar é contribuir para um setor mais forte, articulado e preparado!

O evento é gratuito, mas para participar, realize sua inscrição no link: 
https://shre.ink/oficinadeplanejamentoestrategicoacirv.

Queremos te ouvir: compareça, profissional da Saúde de Rio Verde e traga suas ideias! 

#ACIRVeventos #NúcleoDeSaúde #OficinaDePlanejamentoEstratégico #SetorDeSaúde #ProfissionaisDeSaúde #RioVerde";1628;1398;13;0;11;0;2;1;1;24;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
101;2025-09-23T17:05:00-03:00;18361650307156543;"Nova Associada ACIRV! 

Temos o prazer de anunciar que a MyShop Rio Verde (@myshop.rioverde) agora faz parte da nossa rede de associados! 

Especializada no comércio varejista de eletrodomésticos e equipamentos de áudio e vídeo, a MyShop se destaca por oferecer produtos de qualidade, atendimento diferenciado e soluções modernas para o dia a dia dos seus clientes. 

Seja bem-vinda à ACIRV, MyShop Rio Verde! Juntos, fortalecemos o comércio local e impulsionamos o desenvolvimento de nossa cidade. 

#ACIRVNovoAssociado #MyShopRioVerde #ComércioVarejista #Eletrodoméstico #RioVerde";624;583;38;2;0;0;7;0;;40;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
